image_name,DATE,DATE_LEN,CITY,CITY_LEN,STATE,STATE_LEN,ZIP,ZIP_LEN,predictions,ground_truth,total_accuracy,date_accuracy,city_accuracy,state_accuracy,zip_accuracy
f0017_07.png,0,6,0,10,0,2,0,5,"{'DATE': '8/2/89', 'CITY': 'Port Huron', 'STATE': 'mi', 'ZIP': '48060', 'image_name': 'f0017_07.png'}","{'DATE': '8/2/89', 'CITY': 'Port Huron', 'STATE': 'mi', 'ZIP': '48060'}",100.0,100.0,100.0,100.0,100.0
f0018_13.png,0,6,0,7,0,2,0,5,"{'DATE': '8-2-89', 'CITY': 'DETROIT', 'STATE': 'MI', 'ZIP': '48223', 'image_name': 'f0018_13.png'}","{'DATE': '8-2-89', 'CITY': 'DETROIT', 'STATE': 'MI', 'ZIP': '48223'}",100.0,100.0,100.0,100.0,100.0
f0020_08.png,0,6,0,7,0,4,0,5,"{'DATE': '8-3-89', 'CITY': 'GAMBIER', 'STATE': 'OHIO', 'ZIP': '43022', 'image_name': 'f0020_08.png'}","{'DATE': '8-3-89', 'CITY': 'GAMBIER', 'STATE': 'OHIO', 'ZIP': '43022'}",100.0,100.0,100.0,100.0,100.0
f0021_34.png,0,6,0,4,0,4,0,5,"{'DATE': '8/5/89', 'CITY': 'Troy', 'STATE': 'Ohio', 'ZIP': '46373', 'image_name': 'f0021_34.png'}","{'DATE': '8/5/89', 'CITY': 'Troy', 'STATE': 'Ohio', 'ZIP': '46373'}",100.0,100.0,100.0,100.0,100.0
f0022_10.png,0,6,0,6,0,4,0,5,"{'DATE': '8/2/89', 'CITY': 'Toledo', 'STATE': 'Ohio', 'ZIP': '43607', 'image_name': 'f0022_10.png'}","{'DATE': '8/2/89', 'CITY': 'Toledo', 'STATE': 'Ohio', 'ZIP': '43607'}",100.0,100.0,100.0,100.0,100.0
f0023_08.png,0,8,0,6,0,2,0,5,"{'DATE': '08/08/89', 'CITY': 'Toledo', 'STATE': 'OH', 'ZIP': '43612', 'image_name': 'f0023_08.png'}","{'DATE': '08/08/89', 'CITY': 'Toledo', 'STATE': 'OH', 'ZIP': '43612'}",100.0,100.0,100.0,100.0,100.0
f0024_24.png,0,6,0,6,0,4,0,5,"{'DATE': '8/3/89', 'CITY': 'Toledo', 'STATE': 'Ohio', 'ZIP': '43609', 'image_name': 'f0024_24.png'}","{'DATE': '8/3/89', 'CITY': 'Toledo', 'STATE': 'Ohio', 'ZIP': '43609'}",100.0,100.0,100.0,100.0,100.0
f0025_13.png,0,14,0,6,0,2,0,5,"{'DATE': 'August 2, 1989', 'CITY': 'Athens', 'STATE': 'OH', 'ZIP': '45701', 'image_name': 'f0025_13.png'}","{'DATE': 'August 2, 1989', 'CITY': 'Athens', 'STATE': 'OH', 'ZIP': '45701'}",100.0,100.0,100.0,100.0,100.0
f0026_17.png,0,8,0,10,0,2,0,5,"{'DATE': '08-04-89', 'CITY': 'CINCINNATI', 'STATE': 'OH', 'ZIP': '45246', 'image_name': 'f0026_17.png'}","{'DATE': '08-04-89', 'CITY': 'CINCINNATI', 'STATE': 'OH', 'ZIP': '45246'}",100.0,100.0,100.0,100.0,100.0
f0027_29.png,0,8,0,9,0,4,0,5,"{'DATE': '08/05/89', 'CITY': 'Cleveland', 'STATE': 'OHIO', 'ZIP': '44108', 'image_name': 'f0027_29.png'}","{'DATE': '08/05/89', 'CITY': 'Cleveland', 'STATE': 'OHIO', 'ZIP': '44108'}",100.0,100.0,100.0,100.0,100.0
f0028_05.png,0,10,0,9,0,4,0,5,"{'DATE': '08-05-1989', 'CITY': 'Brunswick', 'STATE': 'Ohio', 'ZIP': '44212', 'image_name': 'f0028_05.png'}","{'DATE': '08-05-1989', 'CITY': 'Brunswick', 'STATE': 'Ohio', 'ZIP': '44212'}",100.0,100.0,100.0,100.0,100.0
f0029_05.png,0,6,0,7,0,3,0,5,"{'DATE': '8-4-89', 'CITY': 'RAVENNA', 'STATE': 'OH.', 'ZIP': '44266', 'image_name': 'f0029_05.png'}","{'DATE': '8-4-89', 'CITY': 'RAVENNA', 'STATE': 'OH.', 'ZIP': '44266'}",100.0,100.0,100.0,100.0,100.0
f0030_12.png,0,8,0,6,0,2,0,5,"{'DATE': '08/03/89', 'CITY': 'DAYTON', 'STATE': 'OH', 'ZIP': '45410', 'image_name': 'f0030_12.png'}","{'DATE': '08/03/89', 'CITY': 'DAYTON', 'STATE': 'OH', 'ZIP': '45410'}",100.0,100.0,100.0,100.0,100.0
f0031_02.png,0,14,0,11,0,2,0,5,"{'DATE': 'August 4, 1989', 'CITY': 'Centerville', 'STATE': 'OH', 'ZIP': '45459', 'image_name': 'f0031_02.png'}","{'DATE': 'August 4, 1989', 'CITY': 'Centerville', 'STATE': 'OH', 'ZIP': '45459'}",100.0,100.0,100.0,100.0,100.0
f0033_49.png,0,6,0,16,0,4,0,5,"{'DATE': '8-3-89', 'CITY': 'North Ridgeville', 'STATE': 'Ohio', 'ZIP': '44039', 'image_name': 'f0033_49.png'}","{'DATE': '8-3-89', 'CITY': 'North Ridgeville', 'STATE': 'Ohio', 'ZIP': '44039'}",100.0,100.0,100.0,100.0,100.0
f0035_19.png,0,8,0,15,0,2,0,5,"{'DATE': '08/04/89', 'CITY': 'ST. CLAIRSVILLE', 'STATE': 'OH', 'ZIP': '43950', 'image_name': 'f0035_19.png'}","{'DATE': '08/04/89', 'CITY': 'ST. CLAIRSVILLE', 'STATE': 'OH', 'ZIP': '43950'}",100.0,100.0,100.0,100.0,100.0
f0038_42.png,0,13,0,10,0,4,0,5,"{'DATE': 'AUGUST 3,1989', 'CITY': 'YOUNGSTOWN', 'STATE': 'OHio', 'ZIP': '44511', 'image_name': 'f0038_42.png'}","{'DATE': 'AUGUST 3,1989', 'CITY': 'YOUNGSTOWN', 'STATE': 'OHio', 'ZIP': '44511'}",100.0,100.0,100.0,100.0,100.0
f0039_14.png,0,6,0,10,0,3,0,5,"{'DATE': '8-4-89', 'CITY': 'Wellington', 'STATE': 'OH.', 'ZIP': '44090', 'image_name': 'f0039_14.png'}","{'DATE': '8-4-89', 'CITY': 'Wellington', 'STATE': 'OH.', 'ZIP': '44090'}",100.0,100.0,100.0,100.0,100.0
f0040_25.png,0,6,0,7,0,2,0,5,"{'DATE': '8/3/89', 'CITY': 'Chardon', 'STATE': 'OH', 'ZIP': '44024', 'image_name': 'f0040_25.png'}","{'DATE': '8/3/89', 'CITY': 'Chardon', 'STATE': 'OH', 'ZIP': '44024'}",100.0,100.0,100.0,100.0,100.0
f0042_43.png,0,6,0,10,0,4,0,5,"{'DATE': '8-5-89', 'CITY': 'CINCINNATI', 'STATE': 'OHIO', 'ZIP': '45211', 'image_name': 'f0042_43.png'}","{'DATE': '8-5-89', 'CITY': 'CINCINNATI', 'STATE': 'OHIO', 'ZIP': '45211'}",100.0,100.0,100.0,100.0,100.0
f0043_10.png,0,8,0,8,0,3,0,5,"{'DATE': '08-04-89', 'CITY': 'Columbus', 'STATE': 'Ga.', 'ZIP': '31909', 'image_name': 'f0043_10.png'}","{'DATE': '08-04-89', 'CITY': 'Columbus', 'STATE': 'Ga.', 'ZIP': '31909'}",100.0,100.0,100.0,100.0,100.0
f0045_12.png,0,8,0,7,0,2,0,5,"{'DATE': '08/03/89', 'CITY': 'Inkster', 'STATE': 'mi', 'ZIP': '48141', 'image_name': 'f0045_12.png'}","{'DATE': '08/03/89', 'CITY': 'Inkster', 'STATE': 'mi', 'ZIP': '48141'}",100.0,100.0,100.0,100.0,100.0
f0046_20.png,0,8,0,9,0,2,0,5,"{'DATE': '08-02-89', 'CITY': 'WYANDOTTE', 'STATE': 'Mi', 'ZIP': '48192', 'image_name': 'f0046_20.png'}","{'DATE': '08-02-89', 'CITY': 'WYANDOTTE', 'STATE': 'Mi', 'ZIP': '48192'}",100.0,100.0,100.0,100.0,100.0
f0051_42.png,0,8,0,10,0,4,0,5,"{'DATE': '08-04-89', 'CITY': 'Youngstown', 'STATE': 'ohio', 'ZIP': '44505', 'image_name': 'f0051_42.png'}","{'DATE': '08-04-89', 'CITY': 'Youngstown', 'STATE': 'ohio', 'ZIP': '44505'}",100.0,100.0,100.0,100.0,100.0
f0053_23.png,0,6,0,7,0,4,0,5,"{'DATE': '8-3-89', 'CITY': 'willard', 'STATE': 'OHio', 'ZIP': '44890', 'image_name': 'f0053_23.png'}","{'DATE': '8-3-89', 'CITY': 'willard', 'STATE': 'OHio', 'ZIP': '44890'}",100.0,100.0,100.0,100.0,100.0
f0055_09.png,0,6,0,9,0,4,0,5,"{'DATE': '8/4/89', 'CITY': 'CLEVELAND', 'STATE': 'OHIO', 'ZIP': '44111', 'image_name': 'f0055_09.png'}","{'DATE': '8/4/89', 'CITY': 'CLEVELAND', 'STATE': 'OHIO', 'ZIP': '44111'}",100.0,100.0,100.0,100.0,100.0
f0056_01.png,0,8,0,6,0,2,0,5,"{'DATE': '08-04-89', 'CITY': 'DAYTON', 'STATE': 'OH', 'ZIP': '45405', 'image_name': 'f0056_01.png'}","{'DATE': '08-04-89', 'CITY': 'DAYTON', 'STATE': 'OH', 'ZIP': '45405'}",100.0,100.0,100.0,100.0,100.0
f0057_20.png,0,6,0,10,0,3,0,5,"{'DATE': '8/4/89', 'CITY': 'Stoneboro,', 'STATE': 'PA.', 'ZIP': '16153', 'image_name': 'f0057_20.png'}","{'DATE': '8/4/89', 'CITY': 'Stoneboro,', 'STATE': 'PA.', 'ZIP': '16153'}",100.0,100.0,100.0,100.0,100.0
f0058_07.png,0,6,0,9,0,2,0,5,"{'DATE': '8-3-89', 'CITY': 'COVINGTON', 'STATE': 'Ky', 'ZIP': '41015', 'image_name': 'f0058_07.png'}","{'DATE': '8-3-89', 'CITY': 'COVINGTON', 'STATE': 'Ky', 'ZIP': '41015'}",100.0,100.0,100.0,100.0,100.0
f0059_21.png,0,6,0,11,0,2,0,5,"{'DATE': '8/4/89', 'CITY': 'CHATTANOOGA', 'STATE': 'TN', 'ZIP': '37405', 'image_name': 'f0059_21.png'}","{'DATE': '8/4/89', 'CITY': 'CHATTANOOGA', 'STATE': 'TN', 'ZIP': '37405'}",100.0,100.0,100.0,100.0,100.0
f0061_45.png,0,10,0,8,0,4,0,5,"{'DATE': 'Aug 5 1989', 'CITY': 'ColomBus', 'STATE': 'Ohio', 'ZIP': '43204', 'image_name': 'f0061_45.png'}","{'DATE': 'Aug 5 1989', 'CITY': 'ColomBus', 'STATE': 'Ohio', 'ZIP': '43204'}",100.0,100.0,100.0,100.0,100.0
f0065_00.png,0,8,0,6,0,2,0,5,"{'DATE': '08/02/89', 'CITY': 'DUNDEE', 'STATE': 'MI', 'ZIP': '48131', 'image_name': 'f0065_00.png'}","{'DATE': '08/02/89', 'CITY': 'DUNDEE', 'STATE': 'MI', 'ZIP': '48131'}",100.0,100.0,100.0,100.0,100.0
f0067_25_0.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_0.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_1.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_1.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_10.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_10.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_12.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_12.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_14.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_14.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_16.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_16.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_19.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_19.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_2.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_2.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_20.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_20.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_21.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_21.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_23.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_23.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_24.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_24.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_25.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_25.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_26.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_26.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_29.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_29.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_31.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_31.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_32.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_32.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_37.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_37.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_38.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_38.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_39.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_39.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_4.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_4.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_40.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_40.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_41.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_41.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_42.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_42.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_44.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_44.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_45.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_45.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_46.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_46.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_47.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_47.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_48.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_48.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_50.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_50.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_53.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_53.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_54.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_54.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_55.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_55.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_56.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_56.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_58.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_58.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_59.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_59.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_60.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_60.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_63.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_63.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_64.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_64.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_7.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_7.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0067_25_8.png,0,4,0,4,0,4,0,4,"{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None', 'image_name': 'f0067_25_8.png'}","{'DATE': 'None', 'CITY': 'None', 'STATE': 'None', 'ZIP': 'None'}",100.0,100.0,100.0,100.0,100.0
f0068_00.png,0,6,0,7,0,4,0,5,"{'DATE': '8-2-89', 'CITY': 'Detroit', 'STATE': 'mich', 'ZIP': '48213', 'image_name': 'f0068_00.png'}","{'DATE': '8-2-89', 'CITY': 'Detroit', 'STATE': 'mich', 'ZIP': '48213'}",100.0,100.0,100.0,100.0,100.0
