image_name,DATE,DATE_CONFIDENCE,CITY,CITY_CONFIDENCE,STATE,STATE_CONFIDENCE,ZIP,ZIP_CONFIDENCE
f1918_04.png,9-20-89,0.982,ARVADA,0.985,,,80003,0.985
f2019_34.png,9-25-89,0.995,COLORADO,0.995,"SPRINGS, Co,",0.995,80907,0.008
f0537_35.png,"AUG. 9, 1989",0.82,"CASTRO VALLEY
CA",0.344,",",0.155,94546,
f1788_32.png,9-16-89,0.323,CHANDLER,0.984,ARIZONA,0.984,85224,0.984
f1703_29.png,9-18-89,0.279,Casper,0.284,Wy,0.363,82609,
f2010_38.png,"September 23, 1989",0.906,Lawrence,0.958,KS,0.953,66044,0.948
f1628_45.png,9/15/89,0.363,ARVADA,0.349,CO,0.349,80003,0.357
f1767_34.png,"Sept 16,199
AMARA
NE",0.091,,,,0.074,68154,
f2021_30.png,9-25-89,0.989,Shepherd,0.99,bet.,0.99,59079,0.256
f0162_02.png,,,NAPLES,0.923,,,33992-,0.916
f1691_07.png,9-16-89,0.518,AttiCA,0.958,KS,0.956,67009,0.954
f0011_13.png,08/03/89,0.809,ATLANTA,0.825,MI.,0.825,49709,0.825
f1648_00.png,9-18-89,0.987,WALLACE,0.988,NE,0.988,69169,0.363
f1815_44.png,09/16/89,0.984,SAN ANTONIO,0.985,Tx,0.986,78228,0.987
f1573_06.png,08-18-89,0.468,Houston,0.981,Tx,0.981,77084,0.979
f0044_12.png,08 03 89,0.001,TROY Mi 48098,0.0,,,,
f0271_05.png,8/5/89,0.988,N. miami Bch,0.987,FL,0.989,33/62,0.989
f0848_42.png,8-18-89,0.809,Arlington,0.108,Hts II 10OVOS,0.282,,
f1222_04.png,,,,,,,,
f0237_46.png,,,,,,,,
f0747_24.png,,,,,,,,
f1884_05.png,09-21.89,0.986,MILWAUKEE,0.988,WI,0.988,53216,0.988
f0991_47.png,8/2/89,0.972,NEWTON,0.98,MA,0.978,02159,0.03
f0224_06.png,"08/04/89
manafield,",0.172,Ohio,0.472,,0.294,44905,
f0690_26.png,8/18/89,0.98,"Schaumburg, Il",0.971,,0.978,60194,
f1698_35.png,,,,,,,,
f1455_14.png,"9-21-89
Glidden,",0.588,Iowa,0.981,,0.972,51443,
f1138_27.png,08/21/89,0.987,GREENVILLE,0.987,IL.,0.363,62246,0.378
f1507_20.png,9/15/89,0.973,,,TI,0.885,75240,0.234
f1491_42.png,09/16/89,0.932,New Orleans,0.925,La,0.943,70127,0.375
f1258_19.png,,,,,,,,
f1351_29.png,"8-26-89
Westport",0.207,,,,0.084,12993,
f1177_42.png,08-23-89,0.318,E. SYR.,0.304,NY,0.157,13057,
f2073_06.png,9-21-89,0.951,Chesterfield,0.118,Mo,0.262,63017,
f1409_25.png,8-6-89,0.573,Methuen,0.582,MA,0.565,01844,0.529
f0766_01.png,8/16/89,0.906,Lancaster,0.351,Pa,0.294,17603,
f0327_43.png,,,,,,,,
f0618_44.png,8-13-89,0.98,PARADISE,0.363,",CA",0.271,95969,
f1155_22.png,08-28-1989,0.363,La Grange,0.98,KY,0.985,40031,0.17
f1989_45.png,09-23-89,0.989,HOUSTON,0.99,TEXAS,0.99,77009,0.989
f0430_02.png,8-6-89,0.985,Toledo,0.987,Ohio,0.987,43614,0.493
f1085_29.png,"Aus 24, 1989",0.973,,,,,,
f0523_42.png,8-9-89,0.808,"Fres No
Ca",0.683,,0.453,93728,
f1152_03.png,08/24/89,0.984,LEXINGTON,0.985,KY,0.985,40502,0.971
f1688_24.png,09/16/89,0.78,Phoenix,0.803,AZ,0.802,85008,0.092
f1367_00.png,8/26/89,0.988,"Washington,",0.988,D.C.,0.505,20020,
f1235_34.png,08-23.89,0.366,WASHINGTON,0.825,D.C.,0.878,20003,
f0565_03.png,"Aug 11, 1989",0.381,HAuuLA,0.496,HAWAII,0.497,96717,0.505
f0659_24.png,08/08/89,0.363,,,,,,
f0945_28.png,8-23-89,0.83,TONAWANDA,0.834,NY,0.172,14150,
f1495_32.png,,,,,,,,
f0215_32.png,08-10-89,0.95,Coeur d'Alene,0.945,ID,0.353,83814,
f0247_12.png,08/06/89,0.986,Miami,0.988,,,33126,0.165
f1738_42.png,"Sept 191989
Central",0.87,"City, Ne.",0.924,,0.32,68826,
f0254_46.png,8-08-89,0.909,middletown,0.954,ohio,0.95,45042,0.363
f1542_30.png,9-22-89,0.939,DALLAS,0.972,", TX.",0.472,75234,0.605
f0061_45.png,Aug 5 1989,0.273,"ColomBus
Ohio",0.278,,0.272,43204,
f1214_39.png,8/27/89,0.933,Queensbury,0.95,N.Y.,0.931,12804,0.9
f1909_43.png,09/17/89,0.395,WOggAMAN,0.989,,,70094,0.391
f1891_18.png,09-21-89,0.986,Richfield,0.989,MN,0.245,55423,
f1230_10.png,"8/19/89
Wilkes-Barre Pa",0.118,,,,0.083,187029741,
f2090_00.png,10/05/89,0.386,FT. WORTH TX,0.817,,0.986,76148,
f0088_22.png,,,,,,,,
f0188_36.png,08-07-89,0.214,Marietta Ga,0.584,,,30068,0.357
f1708_22.png,09-18-89,0.011,Norfolk,0.982,NE,0.98,68701,0.975
f0070_14.png,,,,,,,,
f2068_36.png,9/28/89,0.988,"Orem, Utan",0.505,,0.491,84057,
f1071_37.png,08/27/89,0.897,FLATGAP,0.367,KY,0.875,41219,
f2061_12.png,09-26-89,0.986,"EL PASO
TX 79936",0.017,,,,
f0726_09.png,"aug. 19,1989",0.879,"BRICKTOWN,",0.909,NewJersey,0.615,08724,
f0392_15.png,,,,,,,,
f1761_43.png,"SEPT. 20,1989",0.493,BILLINGS,0.917,MT,0.922,59101,0.267
f0975_48.png,08/22/89,0.467,CHICAGO,0.907,IL,0.908,60622,0.116
f0491_35.png,8/12/89,0.982,FRESNO,0.986,,,93727,0.42
f0861_29.png,8-22-89,0.323,New Alexandria PA 15670,0.0,,,,
f0319_32.png,08-08-1989,0.279,SPRINGField,0.995,OHIO,0.995,45502,0.989
f0242_22.png,8.5.89,0.978,MENTOR,0.984,OHIO,0.983,44060,0.983
f1447_28.png,9-21-89,0.465,"DULUTh
MN.",0.301,,0.333,55804,
f1229_25.png,08-23-89,0.987,Uniontown,0.988,PA,0.71,15401,
f1372_35.png,8-31-89,0.683,Reidsville,0.471,. n.C.,0.363,27320,
f0710_08.png,8/16/89,0.363,,,,,,
f1856_37.png,9-18-89,0.906,Phoenix,0.913,Arizona,0.912,85010,0.41
f0564_43.png,08/10/89,0.526,EWA BEACH,0.985,HAWAII,0.987,96707,0.987
f0745_35.png,8/19/89,0.871,Batavia,0.874,IL,0.874,60510,0.874
f0328_12.png,8-4.89,0.94,Riverdale,0.977,GA,0.5,30214,
f0321_36.png,08-07-89,0.233,OVIEDO,0.504,FL,0.495,32765,
f1888_11.png,9/21/89,0.8,EdiNa,0.818,MN,0.81,55424,0.281
f1693_00.png,9-16-89,0.984,LINCOLN,0.985,NE,0.985,68510,0.984
f0950_21.png,8/23/89,0.936,"Rochester
NY",0.331,,0.954,14612,
f1988_11.png,09-25-89,0.677,SPRING,0.267,TX,0.363,77388,
f0880_16.png,08/17/89,0.961,"Portland, Oregon",0.078,,0.119,97219,
f1272_09.png,8-28.89,0.968,BROOKNeal,0.98,UA.,0.331,24528,
f0098_33.png,8/2/89,0.988,"CINCINNATI,",0.989,OHIO,0.62,45243,0.622
f0731_05.png,"16 Aug 89
Knox",0.074,,,Pa.,0.079,16232,0.015
f0160_11.png,8-8-89,0.936,"Monterey Park,",0.89,CA.,0.356,91754,
f0248_43.png,08/07/89,0.989,Tampa,0.99,FL,0.99,33602,0.989
f0586_11.png,"Aug. 12, 1989",0.899,RENO,0.957,NV,0.956,89503,0.956
f0486_05.png,8-8-89,0.976,"Anchorage,",0.981,AK,0.605,99502,
f0169_09.png,8/9/89,0.955,CHATSWORTH,0.972,GA,0.973,30705,0.611
f0581_30.png,8-14-89,0.905,NOVAto,0.908,CA.,0.908,94948,0.908
f0073_45.png,08/08/89,0.97,Fullerton,0.0,CA,0.995,92633,0.995
f1765_33.png,09-17-89,0.603,Kalispell,0.99,MT.,0.293,59901,
f1771_46.png,9-20-89,0.255,TULSA,0.856,OKLAHOMA,0.86,74112,0.171
f0282_04.png,8/5/89,0.287,,,,,,
f0067_25.png,,,,,,,,
f0385_18.png,8/5/89,0.918,HIGHLAND,0.948,"HTS., KY,",0.611,41076,0.234
f0823_19.png,8.20-89,0.977,CRANBURY,0.982,NJ,0.973,08512,0.141
f1970_32.png,9/23/89,0.957,APPLE VALLEY,0.168,MN,0.372,55124,
f0763_30.png,8-10-89,0.892,Los Angeles,0.264,CA,0.322,90033,
f1033_07.png,"august 24,1989",0.886,NORFOLK,0.92,VA.,0.92,23503,0.908
f1299_42.png,08/23/89,0.894,Orangeburg.,0.938,S.C,0.942,29115,0.587
f1593_46.png,07-16-89,0.258,,,,,,
f0878_21.png,08-19-89,0.524,MOLINE,0.957,IL,0.955,61265,0.943
f0663_30.png,08/04/89,0.15,Killen,0.153,A1,0.174,35645,
f0923_31.png,8-21-89,0.987,BLOOMINGTON,0.988,IN,0.988,47401,0.988
f0719_05.png,"08-16-89
LINTHICUM",0.159,MD 21090,0.079,,,,
f1958_33.png,09/26/89,0.206,Hilton,0.979,Laura,0.979,52778,0.975
f1049_26.png,,,,,,,,
f0989_33.png,08-19-89,0.98,"SCHAUMBURG,",0.981,IL.,0.525,60193,0.555
f1197_00.png,8/26/89,0.786,Kennebunk,0.83,Maine,0.831,04043,0.825
f0470_37.png,08-09-89,0.978,"UPLAND, CALIFORNIA",0.97,,,91786,0.547
f0114_20.png,"BAKERSFIELD, CA 93304
8-10-89",0.0,,,,,,
f0957_15.png,08/28/89,0.979,"Chesterfield,",0.982,Virginia,0.982,23832,0.355
f0916_49.png,8-14-85,0.978,Detroit,0.982,Mich,0.982,48209,0.394
f0221_37.png,8-8-89,0.917,Demopolis,0.93,al.,0.906,36732,
f1549_10.png,09/18/89,0.505,"Richardson,",0.941,TX,0.17,75080,
f0210_17.png,,,,,,,,
f1540_20.png,9-17.89,0.98,"Raceland,",0.982,La.,0.965,70394,
f1244_09.png,8-19-89,0.682,Jasper,0.983,IN,0.982,47546,0.479
f1293_37.png,8/26/89,0.984,LENOIR,0.985,NC,0.983,28645,0.279
f0968_30.png,08-23.89,0.682,HIGH POINT,0.602,,,27262,0.266
f1869_07.png,09-22-89,0.491,malcom,0.855,Iowa,0.855,50157,0.465
f1394_16.png,8/29/89,0.912,Herndon,0.918,Va,0.918,22071,0.913
f1608_37.png,9/16/89,0.968,La Luz,0.363,NM,0.962,88337,0.179
f1102_33.png,,,,,,,,
f1434_10.png,09-18-89,0.363,ST.CHARLES,0.319,Mo.,0.319,63303,0.324
f0990_06.png,"WATER TOWN
MA",0.104,,,,,,
f1002_33.png,8123,0.825,"89
KERNERSVILLE NC",0.174,,0.874,27284,
f2001_42.png,9-23-89,0.975,Bulverde,0.981,Texas,0.98,78163,0.977
f1362_31.png,9-1-89,0.832,Paducah,0.118,Ky,0.439,42001,
f1568_21.png,09/16/89,0.954,Austin,0.526,TX,0.338,78737,
f1005_12.png,08/22/89,0.972,"Worcester,",0.171,MA,0.164,01605,
f0741_44.png,8-18-89,0.948,Los Angeles,0.119,CA,0.363,90044,
f1612_47.png,9-16-89,0.972,ElPASO,0.982,TX,0.952,799,
f0238_02.png,08/05/1989,0.958,Miami,0.982,Florida,0.982,33015,0.976
f1237_18.png,,,,,,,,
f1291_26.png,8/24/89,0.98,Blackstock,0.995,SC,0.995,29014,
f0518_02.png,08/09/89,0.859,,,,,,
f0671_18.png,8-11-89,0.495,Nome,0.988,AKC,0.988,99762,0.988
f1492_06.png,09-17-89,0.814,METAIRIE,0.829,LA,0.83,70003,0.825
f0416_07.png,8/8/89,0.984,"Palmdale,",0.325,Ca.,0.983,93550,0.984
f1396_07.png,8-26-89,0.995,Cumberland,0.995,QI,0.995,02864,0.854
f1570_40.png,9-15-89,0.906,LONGVIEW,0.915,TX,0.912,75604,0.364
f0234_16.png,8/5/89,0.988,Warner Robins,0.891,", GA.",0.986,31093,0.075
f1786_08.png,09/24/89,0.952,HURON,0.974,SO. DAK.,0.943,57350,0.973
f0153_35.png,08-05-89,0.097,,,,,,
f0689_06.png,08-18.89,0.384,AUDUBON,0.982,NJ /06,0.962,08,
f1321_40.png,8/30/89,0.682,Norfolk,0.683,Virginia,0.683,23505,0.682
f0605_00.png,8-1-89,0.493,San,0.14,"Francisco, Ca",0.907,94124,
f0015_48.png,8/2/89,0.971,West Bloomfield,0.934,MI,0.587,48322,
f0803_40.png,08/14/89,0.92,Hortense,0.927,Ga,0.861,31543,
f0054_14.png,8-03-89,0.987,MANSFIELD,0.988,OH,0.988,44905,0.071
f1531_34.png,9-20-89,0.995,Datil,0.995,N.M.,0.995,87821,0.995
f1260_34.png,,,,,,,,
f0137_14.png,08-05-89,0.487,DUNNELLON,0.988,Florida,0.52,32630,
f0250_37.png,8/8/89,0.984,"Issaquah,",0.984,WA.,0.967,98027,
f0553_03.png,,,"Cumming
An",0.081,,,,
f0293_40.png,"AUG 5,1989",0.937,GALLATIN,0.974,TN.,0.974,37066,0.971
f1820_17.png,,,,,,,,
f1063_36.png,08-24-89,0.972,Pilot Mountain,0.964,NC,0.74,27041,0.942
f1485_22.png,FE,0.368,,,Tx,0.019,77510,
f0982_06.png,aug 23/89,0.525,,,"Easton, Yne,",0.276,04740,0.278
f0647_19.png,8/11/89,0.988,Montanarile,0.989,"Ja,",0.275,1775,0.948
f1755_46.png,9/18/89,0.836,Bryant,0.855,SD,0.855,57221,0.834
f1791_04.png,09-211989,0.977,Lebanon,0.985,Illinois,0.985,62254,0.985
f0144_05.png,8/11/89,0.981,West COVINA,0.45,CA,0.978,911.91,0.457
f0527_23.png,"Aug. 11, 1989",0.86,"Cobb
CA.",0.331,,,95426,0.543
f1325_20.png,8/29/89,0.989,Raleigh,0.99,N.C.,0.989,27612,
f1897_40.png,09-22-89,0.969,"Milwaukee,",0.976,WI.,0.973,53208,0.27
f1984_28.png,09/22/89,0.979,CLOVIS,0.399,NM,0.979,88101,0.977
f0799_13.png,16 August'89,0.525,"AliQuipPA, PA",0.507,-4831,0.986,15001,
f0941_49.png,,,,,,,,
f1614_22.png,09-16-89,0.828,"CHINA SpRiNa, Tx.",0.095,,0.255,76633,
f1796_21.png,09/21/89,0.971,"Wi. Rapids
wi",0.644,,0.363,54494,
f1600_43.png,09/19/89,0.526,"Arlington,",0.98,Tx,0.969,76014,0.334
f0472_36.png,Spring Hill IN 37174,0.022,,,,,,
f1251_10.png,,,,,,,,
f0408_03.png,08 09 89,0.958,PINEDALE,0.976,CA,0.979,93650,0.978
f1591_47.png,9/18/89,0.973,Houston,0.982,TX.,0.981,77089,0.381
f1536_05.png,09/19/89,0.978,Dallas Texas,0.971,,0.389,75228,
f1894_39.png,9/21/89,0.936,"Apple Valley, Mr.",0.809,,,55124,0.598
f1756_07.png,9-18-89,0.988,Watertown,0.989,SD,0.325,57201,
f1269_14.png,8/23/89,0.901,Asheville,0.915,NC,0.923,28806,0.906
f1198_41.png,8/29/89,0.949,Andones,0.956,masa,0.955,01810,0.955
f0361_07.png,8-7-89,0.941,BRONSON,0.603,", MI",0.818,49028,
f1436_39.png,09/21/89,0.985,GRAND Rapids MN,0.971,,,55744,0.17
f0757_24.png,8-15-89,0.986,Pitman,0.988,ns,0.988,08071,0.987
f2064_33.png,9-16.89,0.992,MERIDIAN,0.995,Ms.,0.995,39385,0.995
f0020_08.png,8-3-89,0.972,"GAMBIER, OHIO",0.953,,0.973,43022,
f1923_42.png,8/24/89,0.981,Mashpee,0.982,,,02649,0.087
f0737_49.png,8/10/89,0.987,ATLANTA,0.987,GA,0.987,30311,0.292
f1346_08.png,09/01/89,0.908,Trumbull,0.363,Cf,0.364,06611,0.169
f0290_29.png,,,,,,,,
f1830_16.png,9-16-89,0.898,RIO RANCHO,0.496,N.M.,0.875,81124,0.098
f0594_00.png,08-12-89,0.288,Scotts Uly.,0.361,Ca.,0.451,95066,
f0836_28.png,Aug. 19 1989,0.825,ANDERSON,0.914,IN,0.363,46016,
f0027_29.png,08/05/89,0.976,"Cleveland,",0.982,OHIO,0.973,H4108,0.363
f1930_02.png,08/25/89,0.985,"FREDERICK,",0.724,MD.,0.964,21701,
f1089_04.png,Aug. 24/89,0.969,Fairfield North Carolina,0.526,,0.586,2726,
f0700_20.png,08/16/89,0.521,PITTSBURGH,0.977,PA,0.952,15232,
f0236_17.png,,,MANSfield,0.396,Ohio,0.947,44903,
f2099_21.png,10-6-89,0.988,Wheatland,0.988,Wy,0.315,82201,
f1150_03.png,8/23/89,0.951,Merrimack,0.982,NH,0.98,03054,0.979
f0004_09.png,08-03-89,0.173,Holland,0.91,Mi,0.908,49424,0.173
f0912_01.png,08-17-89,0.929,"OLYMPIA FIELDS,",0.363,IL,0.173,60461,
f0435_37.png,8-5-89,0.739,Worthington,0.977,Olio,0.973,43085,0.456
f1143_43.png,"08/24/89
Rock ISLAND",0.147,,,IL,0.053,61201,
f0103_28.png,8-7-89,0.99,Paw Paw,0.99,MI.,0.875,49079,
f0056_01.png,08-04-89,0.395,DAYTON,0.981,OH,0.982,45405,0.554
f0632_45.png,8/16/89,0.86,"MI Clase.
WU",0.271,,0.853,26408,
f0485_45.png,08/09/89,0.859,Anchorage,0.862,AK.,0.853,99504,0.249
f0288_48.png,8/7/89,0.975,AberNANT,0.964,AL,0.401,35440,0.978
f1294_12.png,"Aug. 28, 1989
MT. Holly",0.517,,,NC /20,0.118,28,
f1772_12.png,SEP. 17.89,0.172,AURORA,0.988,co,0.988,80013,0.988
f0850_30.png,8-19-89,0.118,Chicago,0.987,ILL,0.987,60618,0.986
f1320_38.png,,,,,,,,
f0651_45.png,8/14/89,0.906,mcCall,0.915,ID,0.914,83638,0.41
f0126_41.png,08/03/1989,0.88,Livonia,0.886,michigan,0.886,48154,0.883
f0519_46.png,8-9-89,0.326,,,,,,
f0488_39.png,08/10/89,0.363,,,,,,
f1557_00.png,9-15-89,0.385,DUNCANVILLE,0.981,TX,0.977,75116,0.531
f1724_42.png,09/18/89,0.912,"Helena
MT",0.311,,0.325,59601,
f1254_34.png,08-24-89,0.808,Morganton,0.823,N.C.,0.815,"28
28655",0.761
f0348_46.png,08/05/89,0.995,,,,,,
f1511_41.png,9-16-89,0.961,DALLAS,0.978,7X,0.977,75216,0.974
f0313_43.png,8/9/89,0.989,"IDAHO FALLS,",0.988,ID.,0.988,83406,
f1405_35.png,9-5-89,0.363,ElaCity,0.515,N. C.,0.985,27822,0.987
f1505_21.png,9/15/89,0.393,,,Tx,0.987,75240,0.988
f1637_03.png,9-16-89,0.888,Mayville,0.907,ND,0.918,58257,0.315
